gene_id	locus	CDS_length	strand
ENSSHAG00000011052	A:10584022-10584924	903	+
ENSSHAG00000011119	A:10584925-10586592	1668	-
ENSSHAG00000020914	A:10586593-10591299	4707	-
ENSSHAG00000021186	A:10591300-10595145	3846	-
ENSSHAG00000012735	A:10595146-10596690	1545	+
ENSSHAG00000012818	A:10596691-10600245	3555	-
ENSSHAG00000012984	A:10600246-10601667	1422	+
ENSSHAG00000013086	A:10601668-10602747	1080	-
ENSSHAG00000023493	A:10602748-10603392	645	+
ENSSHAG00000024412	A:10603393-10604292	900	-
ENSSHAG00000009313	A:10604293-10604757	465	-
ENSSHAG00000011097	A:10604758-10607037	2280	+
ENSSHAG00000001727	A:10607038-10609338	2301	-
ENSSHAG00000004034	A:10609339-10610106	768	-
ENSSHAG00000005464	A:10610107-10611387	1281	+
ENSSHAG00000024365	A:10611388-10611918	531	-
ENSSHAG00000008086	A:10611919-10612659	741	-
ENSSHAG00000002066	A:10612660-10614846	2187	+
ENSSHAG00000006084	A:10614847-10618374	3528	-
ENSSHAG00000006988	A:10618375-10621665	3291	+
ENSSHAG00000008089	A:10621666-10622676	1011	+
ENSSHAG00000009179	A:10622677-10626171	3495	+
ENSSHAG00000026077	A:10626172-10627419	1248	-
ENSSHAG00000013781	A:10627420-10628646	1227	+
ENSSHAG00000024017	A:10628647-10629159	513	-
ENSSHAG00000014038	A:10629160-10631202	2043	-
ENSSHAG00000020812	A:10631203-10632345	1143	-
ENSSHAG00000015563	A:10632346-10634403	2058	+
ENSSHAG00000016400	A:10634404-10637502	3099	+
ENSSHAG00000016532	A:10637503-10640007	2505	-
ENSSHAG00000016766	A:10640008-10642158	2151	+
ENSSHAG00000026142	A:10642159-10643733	1575	-
ENSSHAG00000016817	A:10643734-10647630	3897	+
ENSSHAG00000016935	A:10647631-10650498	2868	-
ENSSHAG00000017061	A:10650499-10653774	3276	-
ENSSHAG00000022841	A:10653775-10654578	804	+
ENSSHAG00000017303	A:10654579-10656483	1905	+
ENSSHAG00000017375	A:10656484-10657998	1515	-
ENSSHAG00000017512	A:10657999-10659738	1740	-
ENSSHAG00000023178	A:10659739-10661313	1575	-
ENSSHAG00000022372	A:10661314-10661493	180	-
ENSSHAG00000017664	A:10661494-10662894	1401	+
ENSSHAG00000017734	A:10662895-10664154	1260	+
ENSSHAG00000024493	A:10664155-10664580	426	-
ENSSHAG00000021644	A:10664581-10667418	2838	-
ENSSHAG00000017928	A:10667419-10672785	5367	+
ENSSHAG00000030118	A:10672786-10673607	822	-
ENSSHAG00000025299	A:10673608-10674060	453	-
ENSSHAG00000018096	A:10674061-10676742	2682	+
ENSSHAG00000018204	A:10676743-10678158	1416	+
ENSSHAG00000018205	A:10678159-10680285	2127	-
ENSSHAG00000018488	A:10680286-10683846	3561	+
ENSSHAG00000001286	A:10683847-10684560	714	+
ENSSHAG00000031953	A:10684561-10686897	2337	-
ENSSHAG00000023993	A:10686898-10688913	2016	-
ENSSHAG00000002492	A:10688914-10689804	891	-
ENSSHAG00000023155	A:10689805-10690383	579	+
ENSSHAG00000023006	A:10690384-10691817	1434	-
ENSSHAG00000001683	A:10691818-10693302	1485	-
ENSSHAG00000004583	A:10693303-10694862	1560	+
ENSSHAG00000005530	A:10694863-10707915	13053	-
ENSSHAG00000007301	A:10707916-10708923	1008	-
ENSSHAG00000008357	A:10708924-10710339	1416	+
ENSSHAG00000008615	A:10710340-10711689	1350	-
ENSSHAG00000027327	A:10711690-10712868	1179	-
ENSSHAG00000027358	A:10712869-10715574	2706	+
ENSSHAG00000028673	A:10715575-10717092	1518	-
ENSSHAG00000001535	A:10717093-10718169	1077	+
ENSSHAG00000008308	A:10718170-10719993	1824	+
ENSSHAG00000008928	A:10719994-10720566	573	+
ENSSHAG00000009358	A:10720567-10721202	636	-
ENSSHAG00000011115	A:10721203-10725468	4266	+
ENSSHAG00000011294	A:10725469-10726398	930	-
ENSSHAG00000029841	A:10726399-10727475	1077	+
ENSSHAG00000011898	A:10727476-10732008	4533	-
ENSSHAG00000012127	A:10732009-10732716	708	+
ENSSHAG00000023532	A:10732717-10733172	456	+
ENSSHAG00000026969	A:10733173-10733586	414	+
ENSSHAG00000029557	A:10733587-10734312	726	+
ENSSHAG00000012936	A:10734313-10735179	867	+
ENSSHAG00000014830	A:10735180-10736247	1068	-
ENSSHAG00000031037	A:10736248-10736892	645	-
ENSSHAG00000022854	A:10736893-10737648	756	-
ENSSHAG00000026026	A:10737649-10738344	696	-
ENSSHAG00000015627	A:10738345-10740204	1860	+
ENSSHAG00000016029	A:10740205-10743963	3759	+
ENSSHAG00000022510	A:10743964-10744620	657	-
ENSSHAG00000031689	A:10744621-10745823	1203	+
ENSSHAG00000016446	A:10745824-10748607	2784	-
ENSSHAG00000016758	A:10748608-10751154	2547	-
ENSSHAG00000016908	A:10751155-10752168	1014	+
ENSSHAG00000016958	A:10752169-10753260	1092	+
ENSSHAG00000017023	A:10753261-10755177	1917	-
ENSSHAG00000024375	A:10755178-10756950	1773	-
ENSSHAG00000018754	A:10756951-10759011	2061	-
ENSSHAG00000018812	A:10759012-10759983	972	+
ENSSHAG00000018821	A:10759984-10760970	987	-
ENSSHAG00000006676	A:10760971-10762485	1515	+
ENSSHAG00000002270	A:10762486-10763340	855	+
ENSSHAG00000007717	A:10763341-10765668	2328	-
ENSSHAG00000008218	A:10765669-10766052	384	+
ENSSHAG00000009091	A:10766053-10767216	1164	-
ENSSHAG00000031569	A:10767217-10768083	867	-
ENSSHAG00000009841	A:10768084-10769838	1755	-
ENSSHAG00000022623	A:10769839-10770438	600	+
ENSSHAG00000023953	A:10770439-10770621	183	-
ENSSHAG00000011397	A:10770622-10775166	4545	-
ENSSHAG00000003958	A:10775167-10776702	1536	-
ENSSHAG00000025413	A:10776703-10777158	456	+
ENSSHAG00000004615	A:10777159-10778535	1377	+
ENSSHAG00000004367	A:10778536-10779990	1455	+
ENSSHAG00000003779	A:10779991-10781415	1425	+
ENSSHAG00000028709	A:10781416-10782096	681	-
ENSSHAG00000007465	A:10782097-10782981	885	+
ENSSHAG00000025739	A:10782982-10783455	474	-
ENSSHAG00000007602	A:10783456-10785612	2157	+
ENSSHAG00000007887	A:10785613-10786614	1002	+
ENSSHAG00000027186	A:10786615-10786950	336	+
ENSSHAG00000025131	A:10786951-10787679	729	+
ENSSHAG00000008938	A:10787680-10789428	1749	-
ENSSHAG00000014303	A:10789429-10797750	8322	+
ENSSHAG00000014947	A:10797751-10801101	3351	+
ENSSHAG00000015413	A:10801102-10803087	1986	+
ENSSHAG00000015759	A:10803088-10806255	3168	-
ENSSHAG00000016160	A:10806256-10807365	1110	-
ENSSHAG00000016337	A:10807366-10811961	4596	-
ENSSHAG00000018028	A:10811962-10813827	1866	+
ENSSHAG00000018073	A:10813828-10819314	5487	+
ENSSHAG00000018341	A:10819315-10820925	1611	-
ENSSHAG00000018578	A:10820926-10822056	1131	+
ENSSHAG00000018705	A:10822057-10823592	1536	-
ENSSHAG00000018807	A:10823593-10824165	573	-
ENSSHAG00000031219	A:10824166-10824861	696	+
ENSSHAG00000001188	A:10824862-10826184	1323	+
ENSSHAG00000000333	A:10826185-10829448	3264	+
ENSSHAG00000029838	A:10829449-10830459	1011	+
ENSSHAG00000009312	A:10830460-10831338	879	+
ENSSHAG00000031040	A:10831339-10831959	621	+
ENSSHAG00000011730	A:10831960-10832382	423	+
ENSSHAG00000012435	A:10832383-10834071	1689	-
ENSSHAG00000012835	A:10834072-10837008	2937	-
ENSSHAG00000022167	A:10837009-10837617	609	+
ENSSHAG00000024875	A:10837618-10838319	702	-
ENSSHAG00000027120	A:10838320-10840968	2649	-
ENSSHAG00000002600	A:10840969-10842714	1746	+
ENSSHAG00000025417	A:10842715-10842918	204	+
ENSSHAG00000002204	A:10842919-10844022	1104	-
ENSSHAG00000004451	A:10844023-10844901	879	+
ENSSHAG00000028181	A:10844902-10845336	435	+
ENSSHAG00000029538	A:10845337-10845579	243	+
ENSSHAG00000007714	A:10845580-10847571	1992	+
ENSSHAG00000028003	A:10847572-10848252	681	+
ENSSHAG00000008877	A:10848253-10849212	960	-
ENSSHAG00000025128	A:10849213-10850118	906	-
ENSSHAG00000027063	A:10850119-10850901	783	-
ENSSHAG00000025977	A:10850902-10853133	2232	+
ENSSHAG00000026505	A:10853134-10853685	552	+
ENSSHAG00000024059	A:10853686-10854492	807	+
ENSSHAG00000024944	A:10854493-10855836	1344	-
ENSSHAG00000027708	A:10855837-10856802	966	+
ENSSHAG00000007136	A:10856803-10859169	2367	+
ENSSHAG00000009123	A:10859170-10859763	594	+
ENSSHAG00000031829	A:10859764-10861236	1473	-
ENSSHAG00000009365	A:10861237-10861902	666	-
ENSSHAG00000009663	A:10861903-10864248	2346	-
ENSSHAG00000010285	A:10864249-10866141	1893	-
ENSSHAG00000011495	A:10866142-10869993	3852	+
ENSSHAG00000012084	A:10869994-10871205	1212	-
ENSSHAG00000013571	A:10871206-10872396	1191	+
ENSSHAG00000013888	A:10872397-10875927	3531	-
ENSSHAG00000029805	A:10875928-10876182	255	-
ENSSHAG00000004263	A:10876183-10876851	669	+
ENSSHAG00000029484	A:10876852-10877274	423	-
ENSSHAG00000031584	A:10877275-10877697	423	-
ENSSHAG00000005225	A:10877698-10880448	2751	-
ENSSHAG00000002932	A:10880449-10881630	1182	-
ENSSHAG00000005011	A:10881631-10881894	264	-
ENSSHAG00000031631	A:10881895-10882053	159	+
ENSSHAG00000009054	A:10882054-10883196	1143	+
ENSSHAG00000027287	A:10883197-10884468	1272	-
ENSSHAG00000016079	A:10884469-10886187	1719	+
ENSSHAG00000021501	A:10886188-10887105	918	-
ENSSHAG00000027631	A:10887106-10887366	261	+
ENSSHAG00000000707	A:10887367-10888047	681	+
ENSSHAG00000030765	A:10888048-10888374	327	+
ENSSHAG00000026744	A:10888375-10889052	678	-
ENSSHAG00000004409	A:10889053-10890318	1266	+
ENSSHAG00000021310	A:10890319-10891653	1335	-
ENSSHAG00000006389	A:10891654-10895589	3936	+
ENSSHAG00000027511	A:10895590-10898508	2919	-
ENSSHAG00000026362	A:10898509-10899129	621	-
ENSSHAG00000007864	A:10899130-10899777	648	+
ENSSHAG00000020493	A:10899778-10900587	810	+
ENSSHAG00000010102	A:10900588-10903287	2700	+
ENSSHAG00000010426	A:10903288-10906173	2886	-
ENSSHAG00000010765	A:10906174-10908594	2421	-
ENSSHAG00000011651	A:10908595-10909473	879	+
ENSSHAG00000011893	A:10909474-10911882	2409	+
ENSSHAG00000012712	A:10911883-10920081	8199	+
ENSSHAG00000021171	A:10920082-10920690	609	-
ENSSHAG00000020471	A:10920691-10921350	660	+
ENSSHAG00000026958	A:10921351-10923054	1704	-
ENSSHAG00000013821	A:10923055-10925838	2784	+
ENSSHAG00000014005	A:10925839-10927866	2028	+
ENSSHAG00000026828	A:10927867-10929264	1398	+
ENSSHAG00000014166	A:10929265-10930803	1539	+
ENSSHAG00000014398	A:10930804-10932840	2037	+
ENSSHAG00000027668	A:10932841-10933674	834	-
ENSSHAG00000014553	A:10933675-10936473	2799	-
ENSSHAG00000014710	A:10936474-10938234	1761	+
ENSSHAG00000014802	A:10938235-10940160	1926	-
ENSSHAG00000014973	A:10940161-10941918	1758	-
ENSSHAG00000015067	A:10941919-10943010	1092	+
ENSSHAG00000015095	A:10943011-10943736	726	+
ENSSHAG00000015522	A:10943737-10944678	942	+
ENSSHAG00000028178	A:10944679-10945284	606	+
ENSSHAG00000025851	A:10945285-10946967	1683	+
ENSSHAG00000015559	A:10946968-10948224	1257	+
ENSSHAG00000015581	A:10948225-10948686	462	-
ENSSHAG00000015802	A:10948687-10950225	1539	+
ENSSHAG00000015838	A:10950226-10951773	1548	-
ENSSHAG00000015949	A:10951774-10953402	1629	-
ENSSHAG00000016960	A:10953403-10955532	2130	-
ENSSHAG00000017436	A:10955533-10957203	1671	-
ENSSHAG00000004019	A:10957204-10959249	2046	+
ENSSHAG00000005542	A:10959250-10960608	1359	+
ENSSHAG00000006299	A:10960609-10960920	312	-
ENSSHAG00000007344	A:10960921-10964844	3924	+
ENSSHAG00000008447	A:10964845-10966119	1275	+
ENSSHAG00000009809	A:10966120-10970430	4311	+
ENSSHAG00000025384	A:10970431-10971675	1245	-
ENSSHAG00000010968	A:10971676-10973868	2193	+
ENSSHAG00000025649	A:10973869-10974327	459	-
ENSSHAG00000011151	A:10974328-10977450	3123	-
ENSSHAG00000011510	A:10977451-10979253	1803	-
ENSSHAG00000028809	A:10979254-10981662	2409	-
ENSSHAG00000012805	A:10981663-10982694	1032	-
ENSSHAG00000013874	A:10982695-10984329	1635	+
ENSSHAG00000015173	A:10984330-10985853	1524	-
ENSSHAG00000024966	A:10985854-10987683	1830	+
ENSSHAG00000023391	A:10987684-10989204	1521	-
ENSSHAG00000023415	A:10989205-10989684	480	+
ENSSHAG00000029215	A:10989685-10990998	1314	-
ENSSHAG00000029249	A:10990999-10991772	774	-
ENSSHAG00000022447	A:10991773-10994313	2541	+
ENSSHAG00000022664	A:10994314-10994955	642	-
ENSSHAG00000026098	A:10994956-10995888	933	+
ENSSHAG00000022710	A:10995889-10996515	627	+
ENSSHAG00000029026	A:10996516-10997514	999	-
ENSSHAG00000031644	A:10997515-10997808	294	-
ENSSHAG00000031421	A:10997809-10999161	1353	-
ENSSHAG00000030062	A:10999162-11001777	2616	+
ENSSHAG00000030605	A:11001778-11002194	417	+
ENSSHAG00000017606	A:11002195-11003499	1305	-
ENSSHAG00000017777	A:11003500-11004141	642	+
ENSSHAG00000017783	A:11004142-11010330	6189	-
ENSSHAG00000017889	A:11010331-11012583	2253	-
ENSSHAG00000017995	A:11012584-11014725	2142	+
ENSSHAG00000018025	A:11014726-11016150	1425	-
ENSSHAG00000018092	A:11016151-11022108	5958	+
ENSSHAG00000027334	A:11022109-11024385	2277	-
ENSSHAG00000018124	A:11024386-11026122	1737	-
ENSSHAG00000027231	A:11026123-11026386	264	+
ENSSHAG00000023613	A:11026387-11027094	708	+
ENSSHAG00000018297	A:11027095-11028990	1896	+
ENSSHAG00000018354	A:11028991-11029848	858	-
ENSSHAG00000018346	A:11029849-11031939	2091	-
ENSSHAG00000018380	A:11031940-11032836	897	-
ENSSHAG00000018515	A:11032837-11034321	1485	-
ENSSHAG00000021239	A:11034322-11035281	960	+
ENSSHAG00000018543	A:11035282-11040138	4857	+
ENSSHAG00000032324	A:11040139-11041347	1209	+
ENSSHAG00000028978	A:11041348-11046888	5541	-
ENSSHAG00000028165	A:11046889-11047917	1029	+
ENSSHAG00000025231	A:11047918-11050554	2637	-
ENSSHAG00000018595	A:11050555-11051904	1350	-
ENSSHAG00000021882	A:11051905-11052141	237	+
ENSSHAG00000023881	A:11052142-11052363	222	+
ENSSHAG00000018608	A:11052364-11054034	1671	-
ENSSHAG00000018643	A:11054035-11057040	3006	+
ENSSHAG00000025595	A:11057041-11057499	459	-
ENSSHAG00000001304	A:11057500-11059287	1788	+
ENSSHAG00000003888	A:11059288-11064207	4920	+
ENSSHAG00000031214	A:11064208-11064450	243	+
ENSSHAG00000029758	A:11064451-11065602	1152	+
ENSSHAG00000024874	A:11065603-11067183	1581	+
ENSSHAG00000021269	A:11067184-11068710	1527	+
ENSSHAG00000008719	A:11068711-11069226	516	+
ENSSHAG00000026540	A:11069227-11070033	807	+
ENSSHAG00000025097	A:11070034-11070435	402	+
ENSSHAG00000009334	A:11070436-11071317	882	-
ENSSHAG00000009595	A:11071318-11072478	1161	-
ENSSHAG00000010069	A:11072479-11073468	990	-
ENSSHAG00000027714	A:11073469-11078721	5253	-
ENSSHAG00000011162	A:11078722-11079360	639	+
ENSSHAG00000030974	A:11079361-11081223	1863	-
ENSSHAG00000003409	A:11081224-11082309	1086	+
ENSSHAG00000004849	A:11082310-11083764	1455	+
ENSSHAG00000005654	A:11083765-11085921	2157	+
ENSSHAG00000029101	A:11085922-11090277	4356	+
ENSSHAG00000017072	A:11090278-11098431	8154	+
ENSSHAG00000017340	A:11098432-11100684	2253	+
ENSSHAG00000017351	A:11100685-11103393	2709	-
ENSSHAG00000023472	A:11103394-11106279	2886	+
ENSSHAG00000017720	A:11106280-11110155	3876	-
ENSSHAG00000017836	A:11110156-11112453	2298	-
ENSSHAG00000018043	A:11112454-11114952	2499	-
ENSSHAG00000018460	A:11114953-11115930	978	+
ENSSHAG00000024972	A:11115931-11118039	2109	-
ENSSHAG00000015541	A:11118040-11119809	1770	-
ENSSHAG00000029120	A:11119810-11121645	1836	-
ENSSHAG00000016141	A:11121646-11123601	1956	-
ENSSHAG00000029256	A:11123602-11125167	1566	-
ENSSHAG00000016500	A:11125168-11127306	2139	-
ENSSHAG00000016755	A:11127307-11131812	4506	+
ENSSHAG00000016934	A:11131813-11135007	3195	-
ENSSHAG00000017043	A:11135008-11138151	3144	-
ENSSHAG00000017138	A:11138152-11141040	2889	+
ENSSHAG00000017258	A:11141041-11141556	516	-
ENSSHAG00000029848	A:11141557-11141904	348	+
ENSSHAG00000021143	A:11141905-11143554	1650	+
ENSSHAG00000017866	A:11143555-11145243	1689	+
ENSSHAG00000018116	A:11145244-11145897	654	+
ENSSHAG00000018256	A:11145898-11149179	3282	-
ENSSHAG00000021829	A:11149180-11150208	1029	+
ENSSHAG00000018388	A:11150209-11151852	1644	-
ENSSHAG00000018537	A:11151853-11155704	3852	-
ENSSHAG00000006950	A:11155705-11156952	1248	+
ENSSHAG00000006508	A:11156953-11158401	1449	+
ENSSHAG00000004269	A:11158402-11160018	1617	+
ENSSHAG00000000325	A:11160019-11161434	1416	-
ENSSHAG00000001005	A:11161435-11162262	828	+
ENSSHAG00000005212	A:11162263-11162988	726	-
ENSSHAG00000006587	A:11162989-11164794	1806	-
ENSSHAG00000007109	A:11164795-11166207	1413	-
ENSSHAG00000008355	A:11166208-11167437	1230	+
ENSSHAG00000001553	A:11167438-11170833	3396	-
ENSSHAG00000004541	A:11170834-11171646	813	-
ENSSHAG00000005171	A:11171647-11174130	2484	-
ENSSHAG00000027760	A:11174131-11174730	600	+
ENSSHAG00000030252	A:11174731-11176794	2064	+
ENSSHAG00000009893	A:11176795-11181507	4713	-
ENSSHAG00000010523	A:11181508-11183751	2244	-
ENSSHAG00000011051	A:11183752-11185092	1341	-
ENSSHAG00000011174	A:11185093-11186571	1479	+
ENSSHAG00000011314	A:11186572-11188500	1929	-
ENSSHAG00000011725	A:11188501-11190123	1623	-
ENSSHAG00000012041	A:11190124-11191917	1794	-
ENSSHAG00000032348	A:11191918-11193630	1713	-
ENSSHAG00000023973	A:11193631-11194260	630	+
ENSSHAG00000012511	A:11194261-11195733	1473	-
ENSSHAG00000012740	A:11195734-11196099	366	+
ENSSHAG00000012864	A:11196100-11197368	1269	+
ENSSHAG00000022905	A:11197369-11198628	1260	+
ENSSHAG00000013080	A:11198629-11200497	1869	-
ENSSHAG00000013326	A:11200498-11202741	2244	-
ENSSHAG00000013693	A:11202742-11203446	705	+
ENSSHAG00000000043	A:11203447-11205171	1725	-
ENSSHAG00000026472	A:11205172-11205621	450	-
ENSSHAG00000014206	A:11205622-11207067	1446	-
ENSSHAG00000014434	A:11207068-11208030	963	-
ENSSHAG00000023425	A:11208031-11208249	219	+
ENSSHAG00000028028	A:11208250-11208516	267	+
ENSSHAG00000025997	A:11208517-11208744	228	+
ENSSHAG00000021134	A:11208745-11208990	246	+
ENSSHAG00000002453	A:11208991-11210055	1065	-
ENSSHAG00000020613	A:11210056-11211102	1047	+
ENSSHAG00000029313	A:11211103-11211981	879	+
ENSSHAG00000005175	A:11211982-11213055	1074	+
ENSSHAG00000005370	A:11213056-11214603	1548	+
ENSSHAG00000005980	A:11214604-11215809	1206	-
ENSSHAG00000006730	A:11215810-11216982	1173	-
ENSSHAG00000020657	A:11216983-11217615	633	-
ENSSHAG00000027988	A:11217616-11218095	480	-
ENSSHAG00000025973	A:11218096-11219001	906	-
ENSSHAG00000009166	A:11219002-11220390	1389	-
ENSSHAG00000024619	A:11220391-11221875	1485	-
ENSSHAG00000031391	A:11221876-11222547	672	-
ENSSHAG00000026055	A:11222548-11223360	813	+
ENSSHAG00000012264	A:11223361-11224986	1626	+
ENSSHAG00000024531	A:11224987-11226720	1734	+
ENSSHAG00000012754	A:11226721-11227593	873	-
ENSSHAG00000013006	A:11227594-11228979	1386	-
ENSSHAG00000028737	A:11228980-11229303	324	-
ENSSHAG00000025220	A:11229304-11230818	1515	-
ENSSHAG00000023578	A:11230819-11231925	1107	-
ENSSHAG00000025484	A:11231926-11232912	987	+
ENSSHAG00000014299	A:11232913-11234037	1125	-
ENSSHAG00000014475	A:11234038-11236761	2724	-
ENSSHAG00000002446	A:11236762-11239719	2958	-
ENSSHAG00000002701	A:11239720-11240751	1032	+
ENSSHAG00000006512	A:11240752-11241510	759	-
ENSSHAG00000008358	A:11241511-11242221	711	-
ENSSHAG00000009497	A:11242222-11248533	6312	-
ENSSHAG00000010767	A:11248534-11253405	4872	+
ENSSHAG00000025644	A:11253406-11257455	4050	-
ENSSHAG00000022105	A:11257456-11259396	1941	+
ENSSHAG00000017208	A:11259397-11261880	2484	+
ENSSHAG00000023667	A:11261881-11264163	2283	-
ENSSHAG00000016253	A:11264164-11267913	3750	-
ENSSHAG00000016698	A:11267914-11269737	1824	-
ENSSHAG00000017035	A:11269738-11271045	1308	+
ENSSHAG00000017089	A:11271046-11272365	1320	+
ENSSHAG00000017113	A:11272366-11273886	1521	-
ENSSHAG00000017180	A:11273887-11274993	1107	+
ENSSHAG00000017196	A:11274994-11276505	1512	-
ENSSHAG00000020629	A:11276506-11276934	429	+
ENSSHAG00000017325	A:11276935-11278674	1740	-
ENSSHAG00000017403	A:11278675-11280180	1506	-
ENSSHAG00000017518	A:11280181-11285097	4917	-
ENSSHAG00000017687	A:11285098-11292078	6981	+
ENSSHAG00000017800	A:11292079-11292723	645	-
ENSSHAG00000017910	A:11292724-11295054	2331	+
ENSSHAG00000029833	A:11295055-11295753	699	-
ENSSHAG00000018125	A:11295754-11296833	1080	-
ENSSHAG00000018242	A:11296834-11298081	1248	-
ENSSHAG00000022293	A:11298082-11301453	3372	+
ENSSHAG00000010211	A:11301454-11303814	2361	-
ENSSHAG00000010712	A:11303815-11305365	1551	+
ENSSHAG00000011368	A:11305366-11305881	516	-
ENSSHAG00000011516	A:11305882-11306556	675	+
ENSSHAG00000011957	A:11306557-11307729	1173	-
ENSSHAG00000012257	A:11307730-11308299	570	-
ENSSHAG00000012469	A:11308300-11309085	786	+
ENSSHAG00000020825	A:11309086-11310867	1782	+
ENSSHAG00000002997	A:11310868-11311794	927	+
ENSSHAG00000023842	A:11311795-11312748	954	+
ENSSHAG00000031660	A:11312749-11313702	954	+
ENSSHAG00000003303	A:11313703-11314665	963	+
ENSSHAG00000000695	A:11314666-11315661	996	-
ENSSHAG00000030496	A:11315662-11316594	933	-
ENSSHAG00000003216	A:11316595-11317536	942	+
ENSSHAG00000004245	A:11317537-11318457	921	+
ENSSHAG00000021535	A:11318458-11319405	948	+
ENSSHAG00000020458	A:11319406-11320353	948	+
ENSSHAG00000006496	A:11320354-11321331	978	+
ENSSHAG00000006694	A:11321332-11322288	957	+
ENSSHAG00000006894	A:11322289-11323236	948	+
ENSSHAG00000027890	A:11323237-11324136	900	-
ENSSHAG00000007498	A:11324137-11327769	3633	-
ENSSHAG00000031740	A:11327770-11329047	1278	-
ENSSHAG00000008190	A:11329048-11330370	1323	-
ENSSHAG00000008396	A:11330371-11333571	3201	+
ENSSHAG00000026905	A:11333572-11334603	1032	+
ENSSHAG00000009918	A:11334604-11336619	2016	-
ENSSHAG00000011663	A:11336620-11338656	2037	+
ENSSHAG00000027671	A:11338657-11339955	1299	-
ENSSHAG00000029112	A:11339956-11341230	1275	-
ENSSHAG00000014985	A:11341231-11342481	1251	+
ENSSHAG00000026980	A:11342482-11342850	369	+
ENSSHAG00000015827	A:11342851-11343888	1038	+
ENSSHAG00000016059	A:11343889-11344809	921	-
ENSSHAG00000023389	A:11344810-11347890	3081	+
ENSSHAG00000025642	A:11347891-11349279	1389	-
ENSSHAG00000030299	A:11349280-11350593	1314	-
ENSSHAG00000028473	A:11350594-11352738	2145	+
ENSSHAG00000004224	A:11352739-11353980	1242	+
ENSSHAG00000004756	A:11353981-11354406	426	-
ENSSHAG00000031667	A:11354407-11354880	474	+
ENSSHAG00000005279	A:11354881-11357415	2535	-
ENSSHAG00000006233	A:11357416-11359113	1698	-
ENSSHAG00000023513	A:11359114-11360028	915	-
ENSSHAG00000008678	A:11360029-11361132	1104	+
ENSSHAG00000021738	A:11361133-11363097	1965	-
ENSSHAG00000009639	A:11363098-11367555	4458	+
ENSSHAG00000005395	A:11367556-11369121	1566	-
ENSSHAG00000023136	A:11369122-11370102	981	+
ENSSHAG00000028126	A:11370103-11371092	990	+
ENSSHAG00000009990	A:11371093-11372295	1203	+
ENSSHAG00000030880	A:11372296-11373696	1401	+
